core_id,comparison,language,script_a,script_b,noise_level,layer,distance
CA02,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.055285633
CA02,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.053723395
CA02,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0033593178
CA02,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.04077238
CA02,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.039158344
CA02,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0019644499
CA02,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.042874992
CA02,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.04166603
CA02,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0039168596
CA03,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.08550143
CA03,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.055924892
CA03,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.005759239
CA03,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.078333735
CA03,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.067899525
CA03,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.007090628
CA03,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.07263994
CA03,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.068692625
CA03,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.007376194
CA03,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.11024237
CA03,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.089376986
CA03,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.008315206
CA03,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.020947933
CA03,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.044029295
CA03,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0032310486
CA03,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.027620196
CA03,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.029827893
CA03,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.002046287
CA03,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.049188495
CA03,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.049945056
CA03,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0027598143
CA03,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.04747957
CA03,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.042918682
CA03,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0037065148
CA03,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.059003472
CA03,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.059892178
CA03,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0051972866
CA04,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.11974043
CA04,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.08061671
CA04,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.009809494
CA04,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.062337577
CA04,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.040753067
CA04,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.004803598
CA04,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.11090815
CA04,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.07605505
CA04,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.009535193
CA04,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.11836088
CA04,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.09964496
CA04,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.009870052
CA04,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.041496754
CA04,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.044187546
CA04,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.00473541
CA04,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.023579061
CA04,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.02181387
CA04,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.002143085
CA04,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.07273358
CA04,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.049785316
CA04,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.004015982
CA04,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.08559817
CA04,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.049640656
CA04,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.006098926
CA04,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.060231328
CA04,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.053207636
CA04,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.003437221
CA05,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.11375046
CA05,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.08828747
CA05,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.009067655
CA05,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.0943529
CA05,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.05515814
CA05,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.004880309
CA05,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.10895854
CA05,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.085734904
CA05,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.008383393
CA05,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.114424884
CA05,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.094887376
CA05,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.006144762
CA05,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.056130707
CA05,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.062755704
CA05,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0053872466
CA05,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.037931442
CA05,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.03793657
CA05,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0031335354
CA05,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.06435609
CA05,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.06172079
CA05,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.005544305
CA05,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.059574425
CA05,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.06649619
CA05,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0063787103
CA05,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.06525022
CA05,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.057941377
CA05,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.003493011
CA06,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.09288418
CA06,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.056920648
CA06,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.007709086
CA06,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.1053195
CA06,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.06509328
CA06,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.0071296096
CA06,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.12038946
CA06,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.09527451
CA06,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.01195848
CA06,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.10921162
CA06,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.08484799
CA06,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.007994354
CA06,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.03561455
CA06,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.046501815
CA06,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0030130148
CA06,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.024930239
CA06,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.021934569
CA06,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.002062738
CA06,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.0532099
CA06,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.036005437
CA06,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0020483732
CA06,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.035906732
CA06,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.030929685
CA06,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0024952888
CA06,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.043374658
CA06,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.03401637
CA06,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0037540197
CA07,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.06697196
CA07,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.078855336
CA07,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.007204592
CA07,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.08601165
CA07,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.056833446
CA07,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.0068924427
CA07,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.1316135
CA07,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.10600692
CA07,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.008210659
CA07,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.10941225
CA07,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.09597534
CA07,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.010075629
CA07,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.035406172
CA07,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.04322344
CA07,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.004100442
CA07,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.04068327
CA07,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.03695792
CA07,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0022671223
CA07,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.068546414
CA07,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.06507343
CA07,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0056605935
CA07,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.0501343
CA07,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.046942115
CA07,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0034388304
CA07,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.06512892
CA07,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.06451601
CA07,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0043323636
CA08,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.110411525
CA08,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.0854606
CA08,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.0095155835
CA08,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.08478284
CA08,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.050564706
CA08,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.0062273145
CA08,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.11739689
CA08,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.100384414
CA08,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.007403612
CA08,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.11016631
CA08,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.08478838
CA08,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.0094819665
CA08,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.036501527
CA08,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.07646787
CA08,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.005188465
CA08,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.02916944
CA08,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.032196045
CA08,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.002467692
CA08,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.057009697
CA08,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.05503738
CA08,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0044371486
CA08,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.032609463
CA08,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.02712059
CA08,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0019500852
CA08,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.059823513
CA08,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.0452618
CA08,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0048978925
CA09,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.09027171
CA09,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.06429225
CA09,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.007016003
CA09,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.074026585
CA09,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.051925004
CA09,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.006252408
CA09,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.13270211
CA09,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.09348768
CA09,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.010526657
CA09,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.10659689
CA09,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.07074183
CA09,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.008705139
CA09,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.031971514
CA09,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.044367433
CA09,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0038255453
CA09,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.028431892
CA09,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.029071212
CA09,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0020327568
CA09,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.046343982
CA09,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.038850665
CA09,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0026150346
CA09,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.058476925
CA09,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.052728653
CA09,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.005495608
CA09,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.057581782
CA09,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.042481363
CA09,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.003665924
CA10,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.07965726
CA10,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.052356005
CA10,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.004833162
CA10,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.063808024
CA10,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.083646655
CA10,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.005910516
CA10,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.099153936
CA10,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.07789147
CA10,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.008952558
CA10,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.09938437
CA10,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.08934033
CA10,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.008413553
CA10,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.03222561
CA10,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.038795352
CA10,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0035153031
CA10,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.025945127
CA10,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.041962147
CA10,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0030784607
CA10,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.07226986
CA10,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.092481494
CA10,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0072396994
CA10,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.059486568
CA10,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.053970695
CA10,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.004088223
CA10,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.080877006
CA10,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.06341785
CA10,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0064017773
MC01,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.13448119
MC01,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.096467614
MC01,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.009358048
MC01,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.08569455
MC01,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.06814635
MC01,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.008118808
MC01,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.108884096
MC01,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.07785559
MC01,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.008042455
MC01,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.11149204
MC01,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.09029496
MC01,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.008138955
MC01,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.09234464
MC01,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.10779488
MC01,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.00931859
MC01,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.028895259
MC01,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.024014354
MC01,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0021786094
MC01,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.07565194
MC01,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.05579126
MC01,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.005751848
MC01,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.055179
MC01,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.039185405
MC01,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.005008757
MC01,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.07068485
